idtweets	id	fecha	place_name	place	id_busqueda	contexto_reducido	results	match	random_sample	valid_match
723823593486852e3	3355	2016-04-23T10:39:27Z	La Vall d'Uixó	ece9f6c90400b0cf	1	las amigas son la familia que se elige	0	FALSE	NA	NA
723823751201051e3	3512	2016-04-23T10:40:04Z	Algarrobo	717a7e013e9f153a	2	la familia	0	FALSE	NA	NA
723824485351207e3	4242	2016-04-23T10:42:59Z	Lima	004940260158a964	3	la familia esta es una mugre	0	FALSE	NA	NA
723824546818695e3	4317	2016-04-23T10:43:14Z	Entre Ríos	5a31f78df98634d6	4	a ver la familia al pueblooo	0	FALSE	NA	NA
723825082288591e3	4881	2016-04-23T10:45:22Z	Madrid	206c436ce43a43a3	5	la familia ministerica ya estamos por	0	FALSE	NA	NA
723827816412881e3	7535	2016-04-23T10:56:14Z	Ermua	e3474cddebe0b70c	6	yo leí la familia alojamiento con tensión completa	0	FALSE	NA	NA
729006095788855e3	15047	2016-05-07T17:52:52Z	Campana	0032fe6c612e7934	7	la familia disfrutando es una postal	0	FALSE	NA	NA
729007677112726e3	19769	2016-05-07T17:59:09Z	Mijas	910495785831d06f	8	la familia fernández rodríguez al completo	0	FALSE	NA	NA
729008202281419e3	21452	2016-05-07T18:01:14Z	Panamá	9d8ae4b0fac2036a	9	la familia	0	FALSE	NA	NA
72901009376163e4	26747	2016-05-07T18:08:45Z	Guayaquil	009924a469d7ace1	10	alexzurdomusic nada como la familia que dios nos da	0	FALSE	NA	NA
729010631408538e3	28227	2016-05-07T18:10:53Z	Bogotá, D.C.	0161be1b3f98d6c3	11	la familia	0	FALSE	NA	NA
729011216551653e3	29925	2016-05-07T18:13:13Z	Carabobo	015d19216c749864	12	la familia completa en la	1	lafamilia_3sg_pos	NA	NA
729014492491719e3	39114	2016-05-07T18:26:14Z	Panamá	9d8ae4b0fac2036a	13	la familia que produce miles de	0	FALSE	NA	NA
733283113929937e3	40369	2016-05-19T13:08:12Z	Medellín	00698bbe577bad5b	14	hoy se reúne la familia	1	lafamilia_3sg_ant	NA	NA
733283852215562e3	42042	2016-05-19T13:11:08Z	Madrid	206c436ce43a43a3	15	este domingo la familia socialista nos reunimos en	0	FALSE	NA	NA
745926706595267e3	50935	2016-06-23T10:29:20Z	Chaco	7ef2a4f4beedc767	16	salto la familia entera jajajajaj	0	FALSE	NA	NA
745926972220506e3	51264	2016-06-23T10:30:23Z	Zaragoza	3afc29d1fe76301f	17	qué tal la familia	0	FALSE	NA	NA
745928767021916e3	53257	2016-06-23T10:37:31Z	Artà	ae80010930d31ceb	18	lo malo es la familia desestructurada o	0	FALSE	NA	NA
74593001673157e4	54698	2016-06-23T10:42:29Z	Valencia	071a52d3a927a1b8	19	es la familia	0	FALSE	NA	NA
745937660691223e3	64523	2016-06-23T11:12:51Z	Palma	6c1be133511970bc	20	la familia	0	FALSE	NA	NA
745937763309076e3	64691	2016-06-23T11:13:16Z	Barcelona	1a27537478dd8e38	21	que no es la familia real: es la familia	0	FALSE	NA	NA
745938247591793e3	65377	2016-06-23T11:15:11Z	Bogotá, D.C.	0161be1b3f98d6c3	22	la familia que la entregó a	0	FALSE	NA	NA
729030054160798e3	68137	2016-05-07T19:28:04Z	Venezuela	043383f8b2b79918	23	la familia schmeichel	0	FALSE	NA	NA
729031547014287e3	72262	2016-05-07T19:34:00Z	Mislata	de0394449cd64440	24	hemos demostrado la familia en la que nos	0	FALSE	NA	NA
72903210908441e4	73860	2016-05-07T19:36:14Z	Ciudad Autónoma de Buenos Aires	018f1cde6bad9747	25	kilos y la familia rompió el silencio https	1	lafamilia_3sg_pos	NA	NA
729035951176073e3	84181	2016-05-07T19:51:30Z	Panamá	9d8ae4b0fac2036a	26	si lastimosamente la familia waked llegara a ser	0	FALSE	NA	NA
729038297587159e3	90342	2016-05-07T20:00:49Z	Crevillente	0d7f25bfdcfd5ab4	27	gracias por crear la familia w dulce	0	FALSE	NA	NA
729038304251937e3	90368	2016-05-07T20:00:51Z	Ciudad Autónoma de Buenos Aires	018f1cde6bad9747	28	copada la familia	0	FALSE	NA	NA
729040180783493e3	95260	2016-05-07T20:08:18Z	San Justo	0158176431a82700	29	hay nada que la familia de vic no me	0	FALSE	NA	NA
729040580672672e3	96357	2016-05-07T20:09:54Z	Peñarroya-Pueblonuevo	5ba64b3b5f82bff7	30	los amigos son la familia que escogemos	0	FALSE	NA	NA
74157479645918e4	101202	2016-06-11T10:16:23Z	Móstoles	d84973286cfd241b	31	los amigos son la familia que uno elige	0	FALSE	NA	NA
741579533808239e3	105232	2016-06-11T10:35:13Z	Villahoz	912635b6a9935d11	32	la familia que nace unida permanece	0	FALSE	NA	NA
741579962570805e3	105576	2016-06-11T10:36:55Z	Maracaibo	01be351754bcbe13	33	es decir que la familia mendoza tiene un gran	0	FALSE	NA	NA
7.4158000336896794e+17	105612	2016-06-11T10:37:05Z	Santiago de Compostela	1115004c3fafaf8a	34	era gay y la familia religiosa	0	FALSE	NA	NA
741580541464609e3	106016	2016-06-11T10:39:13Z	Nuestra Señora del Rosario de Baruta	008eb02a542ac3d4	35	nada mas bean la familia de cilia	1	lafamilia_3pl_ant	NA	no
741582899086918e3	107972	2016-06-11T10:48:35Z	Villamayor	9c9ca2affa917628	36	aumentaste la familia un	0	FALSE	NA	NA
741585411089306e3	110160	2016-06-11T10:58:34Z	Valencia	071a52d3a927a1b8	37	la familia	0	FALSE	NA	NA
741586357869498e3	110966	2016-06-11T11:02:20Z	Santa Cruz de Tenerife	7974acce42d034d5	38	mal que estarán la familia	1	lafamilia_3pl_ant	NA	lafamilia_3pl_ant
741589166992073e3	113444	2016-06-11T11:13:30Z	Caseros	014f72200f706d3f	39	va a agrandar la familia	0	FALSE	NA	NA
7.4159455720533606e+17	119030	2016-06-11T11:34:55Z	Medellín	00698bbe577bad5b	40	una esta es la familia https	0	FALSE	NA	NA
741594698733761e3	119163	2016-06-11T11:35:28Z	Moral de Calatrava	ae5c89efe1b6de0e	41	maravillosa la familia	0	FALSE	NA	NA
741597681198371e3	122439	2016-06-11T11:47:20Z	Mérida	01566b25bbe7a6d3	42	luismanuelbasso la familia te manda un fuerte	0	FALSE	NA	NA
741598067368026e3	122877	2016-06-11T11:48:52Z	La Pampa	0ab9fd6675769ba4	43	es la familia negro los nenes viste	0	FALSE	NA	NA
741599500553355e3	124562	2016-06-11T11:54:33Z	Bonares	92d7ce523d80a562	44	la familia como las ramas de	0	FALSE	NA	NA
741599513899631e3	124581	2016-06-11T11:54:37Z	Táchira	006fa5d223223cfc	45	pronto seamos como la familia de nazaret vivamos con	0	FALSE	NA	NA
741599716849377e3	124803	2016-06-11T11:55:25Z	Venezuela	043383f8b2b79918	46	la revolucion o la familia	0	FALSE	NA	NA
7.4160455723980006e+17	130644	2016-06-11T12:14:39Z	Barcelona	f3e29c4c744f3625	47	la familia ha decidido pasarnos a	0	FALSE	NA	NA
741606964275388e3	133719	2016-06-11T12:24:13Z	Rosario	0079bbc151fa56d2	48	letras que atraviesa la familia https	1	lafamilia_3sg_ant	NA	NA
741609619970228e3	137403	2016-06-11T12:34:46Z	Zarautz	f4250a690d3b8039	49	los amigos son la familia q se escoje	0	FALSE	NA	NA
741611822520906e3	140695	2016-06-11T12:43:31Z	Chacao	015cbec154ca1c9c	50	que la familia tenga un espacio	1	lafamilia_3sg_pos	NA	NA
741612305792799e3	141490	2016-06-11T12:45:26Z	Chacao	015cbec154ca1c9c	51	ustedes creen que la familia de los enchufados y	0	FALSE	NA	NA
741614405960499e3	144654	2016-06-11T12:53:47Z	Zaragoza	3afc29d1fe76301f	52	la familia siempre unida foto de	0	FALSE	NA	NA
741614470632493e3	144753	2016-06-11T12:54:02Z	Aracena	1d625ac4df32dd0e	53	la familia bélier	0	FALSE	NA	NA
741618423185191e3	151068	2016-06-11T13:09:45Z	Zaragoza	3afc29d1fe76301f	54	la familia de	0	FALSE	NA	NA
741619287887127e3	152504	2016-06-11T13:13:11Z	Encarnacion	01672bcb06c049f6	55	supermercado la familia in encarnación	0	FALSE	NA	NA
741619846161519e3	153484	2016-06-11T13:15:24Z	Anzoátegui	008af77d1b1cf7a3	56	la familia politica y lo callan	0	FALSE	NA	NA
741626313409221e3	162551	2016-06-11T13:41:06Z	Morón	014a38a754ca1dbc	57	la familia es lo primero	0	FALSE	NA	NA
741626492312945e3	162876	2016-06-11T13:41:49Z	Alicante	2e858e47881ddc48	58	la familia que	0	FALSE	NA	NA
741627523964932e3	164920	2016-06-11T13:45:55Z	Cuauhtémoc	bfc35dcc7e63252a	59	el conjuro como la familia feliz que somos	0	FALSE	NA	NA
741628906613146e3	167664	2016-06-11T13:51:24Z	Albacete	56933d34eb0f964a	60	se crece la familia nuestra gatita amo los	1	lafamilia_3sg_ant	NA	NA
741629804554883e3	169382	2016-06-11T13:54:58Z	Morón	014a38a754ca1dbc	61	la familia comiendo el mondongo https	0	FALSE	NA	NA
74163551319969e4	181158	2016-06-11T14:17:39Z	Toluca	7027ba8eb532eb33	62	mandamos muchos besos la familia obregón	0	FALSE	NA	NA
741635766326022e3	181722	2016-06-11T14:18:40Z	Ensenada	01419c161b8e9dbd	63	que me dio la familia de mi papá	1	lafamilia_3sg_ant	NA	NA
741642622817702e3	196932	2016-06-11T14:45:54Z	Resistencia	00dde8db67eebcf8	64	va a estar la familia nomas	0	FALSE	NA	NA
741644136877543e3	200477	2016-06-11T14:51:55Z	Santa Fe	0a738ff13a08a7dd	65	la familia	0	FALSE	NA	NA
741644595486949e3	201565	2016-06-11T14:53:45Z	Las Gabias	c249a501d26a6319	66	la familia q s elige	0	FALSE	NA	NA
741647620544864e3	208935	2016-06-11T15:05:46Z	Asuncion	01f2931e2c7f48a8	67	la familia papas completa	0	FALSE	NA	NA
74164980752622e4	214389	2016-06-11T15:14:27Z	Málaga	507a015cba6ef518	68	toda la familia del ciudad de málaga	0	FALSE	NA	NA
741651044703343e3	217453	2016-06-11T15:19:22Z	Córdoba	0b79f7e718cb54b9	69	pasa cuando toda la familia está enferma	0	FALSE	NA	NA
747372215595852e3	224280	2016-06-27T10:13:16Z	Madrid	ea520f3528c9b3e4	70	la familia de posavasos crece	0	FALSE	NA	NA
747374751165915e3	227063	2016-06-27T10:23:20Z	Vicente López	00577114384dea2b	71	esta es la familia que destruiste higuain hijo	0	FALSE	NA	NA
747375010264851e3	227341	2016-06-27T10:24:22Z	Madrid	206c436ce43a43a3	72	la familia popular pasa del alivio	0	FALSE	NA	NA
747378969738097e3	231843	2016-06-27T10:40:06Z	Lanús Oeste	017115ee2013f809	73	esta es la familia que destruiste	0	FALSE	NA	NA
747388781708321e3	244051	2016-06-27T11:19:06Z	Bogotá, D.C.	0161be1b3f98d6c3	74	qué bueno cuando la familia crece y se llena	0	FALSE	NA	NA
747391839653733e3	248544	2016-06-27T11:31:15Z	Distrito Capital	0137799d4f960b21	75	la familia del	0	FALSE	NA	NA
747393249212506e3	250692	2016-06-27T11:36:51Z	Valencia	071a52d3a927a1b8	76	la familia está cerca	1	lafamilia_3sg_pos	NA	NA
7.4739478532181606e+17	253135	2016-06-27T11:42:57Z	Villa Soldati	00758a48394df3ce	77	estes conmigo y la familia y en la banda	0	FALSE	NA	NA
747397752443802e3	257680	2016-06-27T11:54:44Z	Bogotá, D.C.	0161be1b3f98d6c3	78	la familia es el principal centro	0	FALSE	NA	NA
747397936011698e3	258006	2016-06-27T11:55:28Z	Bogotá, D.C.	0161be1b3f98d6c3	79	la familia es el refugio que	0	FALSE	NA	NA
747399182944703e3	259956	2016-06-27T12:00:25Z	Argentina	4d3b316fe2e52b29	80	afa esta es la familia que destruiste	0	FALSE	NA	NA
747399305888141e3	260165	2016-06-27T12:00:55Z	Bogotá, D.C.	0161be1b3f98d6c3	81	cuando la familia	0	FALSE	NA	NA
747399572117426e3	260618	2016-06-27T12:01:58Z	Ciudad Autónoma de Buenos Aires	018f1cde6bad9747	82	guerra y reinaría la familia	0	FALSE	NA	NA
7.4740239781581594e+17	265450	2016-06-27T12:13:12Z	Moreno	004104c122aeebbd	83	la familia estatal muchas veces maltratada	0	FALSE	NA	NA
747402926746898e3	266380	2016-06-27T12:15:18Z	Madrid	206c436ce43a43a3	84	para éso estamos la familia	1	lafamilia_1pl_ant	NA	lafamilia_1pl_ant
747404953854091e3	269964	2016-06-27T12:23:21Z	Mendoza	00054d3a0a8df14e	85	lo importante es la familia leonel ahora a disfrutar	0	FALSE	NA	NA
7.4740518529571994e+17	270373	2016-06-27T12:24:16Z	Puerto La Cruz	016eb87b25e8a354	86	felizdiadelperiodista la familia de punto olímpico su	0	FALSE	NA	NA
747408617045922e3	276524	2016-06-27T12:37:55Z	Bogotá, D.C.	0161be1b3f98d6c3	87	la familia primero	0	FALSE	NA	NA
747408969908556e3	277171	2016-06-27T12:39:19Z	Ciudad Autónoma de Buenos Aires	018f1cde6bad9747	88	teatro el nacional la familia de alejandro romay conmemora	0	FALSE	NA	NA
728844748358832e3	281920	2016-05-07T07:11:43Z	Neuquén	00da7cec74df27ff	89	pasaron de ser la familia ingalls a ser el	1	lafamilia_3pl_perif_prep	NA	no
728852532966068e3	288233	2016-05-07T07:42:39Z	Candelario	5c2b74af74a7e627	90	la familia blocco charro	0	FALSE	NA	NA
728852947233329e3	288606	2016-05-07T07:44:18Z	Santander	590e9f3315ea23a7	91	van y vienen la familia es lo unico q	1	lafamilia_3pl_ant	NA	no
728854116215206e3	289589	2016-05-07T07:48:57Z	Quito	0177bc687a9ac697	92	nada mejor que la familia de uno	0	FALSE	NA	NA
728856605647897e3	291482	2016-05-07T07:58:50Z	Guadalajara	7807880b17af73d8	93	la familia	0	FALSE	NA	NA
728859083802055e3	293341	2016-05-07T08:08:41Z	Monte Grande	013044056c4adf51	94	ni la familia	0	FALSE	NA	NA
728865970425467e3	298768	2016-05-07T08:36:03Z	San Miguel	0101525d656f78f9	95	la familia hermosa que tiene mi	0	FALSE	NA	NA
728871381170041e3	303195	2016-05-07T08:57:33Z	Terrassa	86f5ccdfef130af6	96	y tal vez la familia	0	FALSE	NA	NA
728881792279777e3	311670	2016-05-07T09:38:55Z	Chiclana de la Frontera	4742abc0e2abed75	97	porque la familia siempre es lo primero	0	FALSE	NA	NA
728893242834563e3	322009	2016-05-07T10:24:25Z	Málaga	507a015cba6ef518	98	la familia hilario renueva una tradición	0	FALSE	NA	NA
728893364070957e3	322123	2016-05-07T10:24:54Z	Meaño	76b06a94ecb84c38	99	la familia no es algo importante	0	FALSE	NA	NA
728898105702285e3	326563	2016-05-07T10:43:45Z	Valencia	071a52d3a927a1b8	100	la familia	0	FALSE	NA	NA
728906442552582e3	335093	2016-05-07T11:16:52Z	Collado Villalba	088b2b6320f918a9	101	no me gusta la familia	0	FALSE	NA	NA
728907934198043e3	336786	2016-05-07T11:22:48Z	Sella	725687e37dfae312	102	la familia de jeon estaba alli	0	FALSE	NA	NA
728908471396119e3	337297	2016-05-07T11:24:56Z	Puente Piedra	01e08ae773318bbc	103	la familia que produce miles de	0	FALSE	NA	NA
72891171151693e4	341135	2016-05-07T11:37:49Z	Miranda	01c93e351e3122fb	104	madres q conforman la familia	1	lafamilia_3pl_ant	NA	no
728912529565454e3	342193	2016-05-07T11:41:04Z	Lebrija	cf9d4e043baa9ce3	105	los amigos son la familia que uno elige	0	FALSE	NA	NA
728912838371234e3	342582	2016-05-07T11:42:17Z	Valencia	071a52d3a927a1b8	106	la familia	0	FALSE	NA	NA
728915749851517e3	346417	2016-05-07T11:53:52Z	Buenos Aires	4afa2757051c5192	107	se agranda la familia	0	FALSE	NA	NA
728916307085767e3	347153	2016-05-07T11:56:04Z	Motril	87430062a57866bb	108	te deseamos toda la familia twittera	0	FALSE	NA	NA
728917832734544e3	349118	2016-05-07T12:02:08Z	Córdoba	4ecb58704564d392	109	que dice que la familia es la que te	0	FALSE	NA	NA
728918728243479e3	350306	2016-05-07T12:05:42Z	San Miguel	01e0aaf250623895	110	con salud y la familia	0	FALSE	NA	NA
728921748628857e3	354347	2016-05-07T12:17:42Z	Lomas de Zamora	000ceddc32916a4c	111	primero esta la familia y después una concha	0	FALSE	NA	NA
728924717680366e3	358576	2016-05-07T12:29:30Z	Cunco	00b714cf313be8ee	112	la familia que produce miles de	0	FALSE	NA	NA
728925428283511e3	359659	2016-05-07T12:32:19Z	Oviedo	d1272bba8714df3d	113	y aumenta la familia	1	lafamilia_3sg_ant	NA	NA
728925910095659e3	360338	2016-05-07T12:34:14Z	Ciudad Autónoma de Buenos Aires	018f1cde6bad9747	114	la familia no sabia que estaba	0	FALSE	NA	NA
728928577270452e3	364581	2016-05-07T12:44:50Z	Madrid	206c436ce43a43a3	115	estamos toda la familia p en el fotomaratón	0	FALSE	NA	NA
728929755614032e3	366497	2016-05-07T12:49:31Z	Barranquilla	0105a80417c159b4	116	la familia celebrando el cumpleaños de	0	FALSE	NA	NA
728931074118668e3	368671	2016-05-07T12:54:45Z	Maracaibo	01be351754bcbe13	117	nuestra revolución y la familia	0	FALSE	NA	NA
728931521193718e3	369432	2016-05-07T12:56:32Z	Granada	0b58d81e8577700b	118	ampliamos la familia con este pegote	1	lafamilia_1pl_ant	NA	no
728932759033553e3	371584	2016-05-07T13:01:27Z	España	ecdce75d48b13b64	119	recordamos la familia que digimos ayer qué	1	lafamilia_1pl_ant	NA	no
728932836418441e3	371727	2016-05-07T13:01:45Z	Amalfi	0150b8a75dae987d	120	la familia es mas importante que	0	FALSE	NA	NA
728932855884173e3	371775	2016-05-07T13:01:50Z	Medellín	00698bbe577bad5b	121	la familia y los q te	0	FALSE	NA	NA
7.2893341345397606e+17	372724	2016-05-07T13:04:03Z	Barcelona	1a27537478dd8e38	122	la familia política	0	FALSE	NA	NA
728935264270332e3	375967	2016-05-07T13:11:24Z	Mar de Ajó	003090295e0dcbe4	123	la familia ya se reúne alrededor	0	FALSE	NA	NA
728935294699999e3	376028	2016-05-07T13:11:31Z	Las Torres de Cotillas	a765fb328b16f59c	124	toda la familia deportiva de la ucam	0	FALSE	NA	NA
7.2893548999935206e+17	376354	2016-05-07T13:12:18Z	Los Harales	01ccd8867419dc0a	125	toda la familia de	0	FALSE	NA	NA
728935647726207e3	376639	2016-05-07T13:12:56Z	Alicante	2e858e47881ddc48	126	la familia ante todo	0	FALSE	NA	NA
728938319636238e3	381665	2016-05-07T13:23:33Z	Salamanca	37e754d0754260ac	127	la familia	0	FALSE	NA	NA
728938500716925e3	382003	2016-05-07T13:24:16Z	Cartagena	010fd77520d2d48a	128	lo primero es la familia	0	FALSE	NA	NA
7.2893926031378406e+17	383577	2016-05-07T13:27:17Z	Belén de Escobar	003360dc7574e183	129	uno lo contuvo la familia y el otro fue	1	lafamilia_3sg_ant	NA	NA
72894043860283e4	386203	2016-05-07T13:31:58Z	Ate	0169e8f30556416d	130	se completó la familia sin escrúpulos	1	lafamilia_3sg_ant	NA	NA
728941405033222e3	388200	2016-05-07T13:35:48Z	Panamá	9d8ae4b0fac2036a	131	a respetar la familia	0	FALSE	NA	NA
728941628556186e3	388663	2016-05-07T13:36:41Z	Mislata	de0394449cd64440	132	tendrá que sacar la familia adelante	1	lafamilia_3sg_perif_prep	NA	NA
728943669764629e3	393000	2016-05-07T13:44:48Z	Bogotá, D.C.	0161be1b3f98d6c3	133	la familia	0	FALSE	NA	NA
728948751734202e3	403987	2016-05-07T14:05:00Z	Sevilla	8c86b8b4cb716103	134	la familia es lo primero	0	FALSE	NA	NA
72894952544922e4	405636	2016-05-07T14:08:04Z	Viedma	01f7d5d9145f3315	135	la familia del futuro	0	FALSE	NA	NA
728953838980506e3	415875	2016-05-07T14:25:13Z	Veracruz	6c67fe933a62a8ec	136	día en que la familia jonatic se une más	0	FALSE	NA	NA
728953880000774e3	415984	2016-05-07T14:25:22Z	Venezuela	043383f8b2b79918	137	el prójimo y la familia	0	FALSE	NA	NA
728954592457724e3	417715	2016-05-07T14:28:12Z	Oviedo	d1272bba8714df3d	138	la familia que escogemos	0	FALSE	NA	NA
728954911874917e3	418445	2016-05-07T14:29:28Z	Fuengirola	0d108e89013f0cd9	139	la familia que no falte	0	FALSE	NA	NA
728954945660146e3	418544	2016-05-07T14:29:37Z	Barcelona	f3e29c4c744f3625	140	la familia de los españoles desaparecidos	0	FALSE	NA	NA
7289551389085e5	419027	2016-05-07T14:30:23Z	Barcelona	f3e29c4c744f3625	141	la familia de los españoles desaparecidos	0	FALSE	NA	NA
732515058085986e3	427046	2016-05-17T10:16:13Z	Bescanó	cceb6e867f367788	142	feliz dia toda la familia	0	FALSE	NA	NA
732517275408994e3	429808	2016-05-17T10:25:02Z	Oviedo	d1272bba8714df3d	143	importante es que la familia está unida https	0	FALSE	NA	NA
732517580586521e3	430157	2016-05-17T10:26:15Z	Córdoba	00f84d414936f28e	144	la familia gadban nos muestra su	1	lafamilia_3pl_pos	NA	no
732532522983133e3	449801	2016-05-17T11:25:37Z	Canelones	009b71fa17159ccc	145	luego que la familia controla	1	lafamilia_3sg_pos	NA	NA
732540815407501e3	462889	2016-05-17T11:58:35Z	Jaén	eaa9968c2be92860	146	la familia al completo: ipad pro	0	FALSE	NA	NA
732542919853413e3	466376	2016-05-17T12:06:56Z	Madrid	206c436ce43a43a3	147	los amigos son la familia que uno escoge y	0	FALSE	NA	NA
732543590593892e3	467564	2016-05-17T12:09:36Z	Zaragoza	3afc29d1fe76301f	148	muy feliz toda la familia un besazo para todos	0	FALSE	NA	NA
732545334799401e3	470838	2016-05-17T12:16:32Z	Montevideo	01a9dbb9232f0fac	149	vergüenza que siente la familia	1	lafamilia_3sg_ant	NA	NA
732546455865594e3	472998	2016-05-17T12:20:59Z	Sant Adrià de Besòs	25d03473e1973a7c	150	el amor y la familia https	0	FALSE	NA	NA
732547140031906e3	474192	2016-05-17T12:23:42Z	Metepec	7bc29846eabda1f2	151	y la familia	0	FALSE	NA	NA
732547218281013e3	474352	2016-05-17T12:24:01Z	Cipolletti	0079b17c6b71e4a4	152	qué imprescindible es la familia dentro del sistema educativo	0	FALSE	NA	NA
732547635639423e3	475109	2016-05-17T12:25:41Z	Barranquilla	0105a80417c159b4	153	la familia y la persona que	0	FALSE	NA	NA
732547881433981e3	475559	2016-05-17T12:26:39Z	Vilanova i la Geltrú	cce502c993ca9dd2	154	que igual la familia hereda también tu sentencia	0	FALSE	NA	NA
732548435522421e3	476638	2016-05-17T12:28:51Z	General Obligado	014e124562aef263	155	la familia no es algo importante	0	FALSE	NA	NA
732548702024413e3	477143	2016-05-17T12:29:55Z	Aldaia	88ddc188e296013a	156	espectáculo pa q la familia disfrute	0	FALSE	NA	NA
732550259130433e3	480204	2016-05-17T12:36:06Z	Lugo	07f70a23853105b1	157	toda la familia rugiendo contigo	0	FALSE	NA	NA
732550525397279e3	480728	2016-05-17T12:37:10Z	Benito Juárez	6eb95eddb81a6b4b	158	la familia te sabrá comprender	1	lafamilia_3sg_pos	NA	NA
732550997042713e3	481635	2016-05-17T12:39:02Z	Aldaia	88ddc188e296013a	159	así es pq la familia alboranista t ha dado	0	FALSE	NA	NA
732551588414362e3	482877	2016-05-17T12:41:23Z	José Carlos Paz	00eacabc1e5298db	160	que explicarle como la familia se hizo millonaria gracias	0	FALSE	NA	NA
732551588414362e3	482877	2016-05-17T12:41:23Z	José Carlos Paz	00eacabc1e5298db	160	que explicarle como la familia se hizo millonaria gracias	0	FALSE	NA	NA
732554068644799e3	487618	2016-05-17T12:51:14Z	A Coruña	d16c1b8ae1635978	161	la familia en canadá y no	0	FALSE	NA	NA
7.3255509554447206e+17	489752	2016-05-17T12:55:19Z	Miguel Hidalgo	3ad512d283f67a11	162	la familia muy diferente	0	FALSE	NA	NA
732557652077642e3	495125	2016-05-17T13:05:29Z	Dominican Republic	695f560eb8922977	163	la familia escarlata celebra a un	0	FALSE	NA	NA
732564857397125e3	511709	2016-05-17T13:34:07Z	Montevideo	01a9dbb9232f0fac	164	la familia de la	0	FALSE	NA	NA
732566326250738e3	515163	2016-05-17T13:39:57Z	Marbella	db3ae73fb88e93d8	165	los amigos son la familia que uno escoge	0	FALSE	NA	NA
732566700588175e3	516134	2016-05-17T13:41:26Z	Sevilla	8c86b8b4cb716103	166	de piña es la familia que yo elijo	0	FALSE	NA	NA
732566788152693e3	516336	2016-05-17T13:41:47Z	Cartagena	d151b58850d4cd1e	167	la familia no se elige	1	lafamilia_3sg_pos	NA	NA
73256840495199e4	520115	2016-05-17T13:48:12Z	Oviedo	d1272bba8714df3d	168	la familia que eliges	0	FALSE	NA	NA
732568591942455e3	520562	2016-05-17T13:48:57Z	Barranquilla	0105a80417c159b4	169	la familia teheran barranco siguiendo el	1	lafamilia_3pl_pos	NA	no
7325689758387e5	521520	2016-05-17T13:50:28Z	Cañamares	82902d33a7bba758	170	los amigos son la familia que elegimos	0	FALSE	NA	NA
732571082482323e3	526596	2016-05-17T13:58:51Z	Bahía de Banderas	47026e91cb493b57	171	dolor que atraviesa la familia de la música tejana	1	lafamilia_3sg_ant	NA	NA
746647261430555e3	532487	2016-06-25T10:12:33Z	Paraná	01d13f2529da75c4	172	carajo les importa la familia de iva pelotudos	1	lafamilia_3sg_ant	NA	NA
7.4665870466627994e+17	541993	2016-06-25T10:58:02Z	Cartagena	d151b58850d4cd1e	173	que vayáis toda la familia https	0	FALSE	NA	NA
746661132694335e3	544393	2016-06-25T11:07:40Z	Guatire	004ea55b013fa89f	174	la patria y la familia	0	FALSE	NA	NA
746661659230474e3	544875	2016-06-25T11:09:46Z	Córdoba	0b79f7e718cb54b9	175	porque sino la familia macri y sus secuaces	0	FALSE	NA	NA
746661778172559e3	544985	2016-06-25T11:10:14Z	Venezuela	043383f8b2b79918	176	le importa q la familia y amigos d est	0	FALSE	NA	NA
746663738506379e3	546838	2016-06-25T11:18:02Z	La Pampa	0ab9fd6675769ba4	177	cfk y toda la familia completa	0	FALSE	NA	NA
746665758378308e3	548932	2016-06-25T11:26:03Z	Antofagasta	002442586af0948e	178	infofcab la familia luksic dueña de fcab	0	FALSE	NA	NA
74667660611935e4	561083	2016-06-25T12:09:10Z	Madrid	206c436ce43a43a3	179	los amigos son la familia que uno escoge	0	FALSE	NA	NA
746678892786745e3	563848	2016-06-25T12:18:15Z	Benalmádena	b858babfb96ffae4	180	hasta que llega la familia chillona tsssss	1	lafamilia_3sg_ant	NA	NA
746679342143521e3	564375	2016-06-25T12:20:02Z	Córdoba	0b79f7e718cb54b9	181	hace saber que la familia encinas me extraña	0	FALSE	NA	NA
746680524572336e3	565881	2016-06-25T12:24:44Z	Distrito Capital	0137799d4f960b21	182	la familia es el espacio privilegiado	0	FALSE	NA	NA
746683493397172e3	569799	2016-06-25T12:36:32Z	Zulia	01d677e97eae46b3	183	medioslegales la familia	0	FALSE	NA	NA
746686197876011e3	573498	2016-06-25T12:47:16Z	Sevilla	8c86b8b4cb716103	184	la familia	0	FALSE	NA	NA
746686499924623e3	573862	2016-06-25T12:48:29Z	Central	016ea1445db12efb	185	los buenos momentos la familia y los amigos de	0	FALSE	NA	NA
746690223032107e3	579442	2016-06-25T13:03:16Z	Brasil	1b107df3ccc0aaa1	186	la familia es lo bien mas	0	FALSE	NA	NA
746692738247238e3	583316	2016-06-25T13:13:16Z	Albarreal de Tajo	e4a4a810cdf1d3d5	187	madre mía la familia reggaetonera	0	FALSE	NA	NA
746693447843746e3	584475	2016-06-25T13:16:05Z	Chacao	015cbec154ca1c9c	188	cachamas y beneficiando la familia venezolana	0	FALSE	NA	NA
7.4669388900487194e+17	585234	2016-06-25T13:17:50Z	Montevideo	01a9dbb9232f0fac	189	volvió la familia al clásico	1	lafamilia_3sg_ant	NA	NA
746693904930644e3	585252	2016-06-25T13:17:54Z	Paraguay	6cf2fd60a82329fc	190	de gente es la familia zanotti	0	FALSE	NA	NA
